Bolnr,Belnr,Country1,Refnr,IdocCreationDate,FileName
,4517428957,US,467319063,20240306,output_20240320_003459.json
00299990009764251,4518084602,US,,20240306,output_20240320_003501.json
TR#282732 SEAL#SG385032,4517296096,US,12094711,20240306,output_20240320_003559.json
00299990009764688,4518090934,US,,20240306,output_20240320_003601.json
3490411,4517010352,US,,20240306,output_20240320_003659.json
00299990009764473,4518090057,US,,20240306,output_20240320_003701.json
3490411,4516992840,US,,20240306,output_20240320_003759.json
00299990009764657,4518023490,US,,20240306,output_20240320_003801.json
3490411,4517348433,US,,20240306,output_20240320_003859.json
00299990009764336,4518101893,US,,20240306,output_20240320_003901.json
3490435,4517349020,US,,20240306,output_20240320_003959.json
00299990009764725,4518092983,US,,20240306,output_20240320_004002.json
3490459,4517346239,US,,20240306,output_20240320_004059.json
00299990009764299,4518105958,US,,20240306,output_20240320_004102.json
242606696,4518094078,US,12094060,20240306,output_20240320_004159.json
00299990009764275,4518088785,US,,20240306,output_20240320_004202.json
3490411,4517350911,US,,20240306,output_20240320_004259.json
00299990009765098,4518086803,US,,20240306,output_20240320_004302.json
,4517428956,US,467319063,20240306,output_20240320_004359.json
00299990009764282,4518083888,US,,20240306,output_20240320_004402.json
,4517430790,US,467319063,20240306,output_20240320_004459.json
00299990009764336,4518109047,US,,20240306,output_20240320_004502.json
467316357,4518098534,US,3490406,20240306,output_20240320_004559.json
00299990009764657,4518113835,US,,20240306,output_20240320_004602.json
00399990006386677,4518118219,US,,20240306,output_20240320_004659.json
00299990009764398,4518082097,US,,20240306,output_20240320_004702.json
00299990009763896,4518110334,US,,20240306,output_20240320_004759.json
00299990009764619,4518116411,US,,20240306,output_20240320_004802.json
00299990009764114,4518098261,US,,20240306,output_20240320_004900.json
00299990009764664,4518099843,US,,20240306,output_20240320_004902.json
00299990009763964,4518097038,US,,20240306,output_20240320_005000.json
00299990009764404,4518114747,US,,20240306,output_20240320_005002.json
00299990009763971,4518101651,US,,20240306,output_20240320_005100.json
00299990009764275,4518119212,US,,20240306,output_20240320_005102.json
00299990009764138,4518112026,US,,20240306,output_20240320_005200.json
00299990009764374,4518101496,US,,20240306,output_20240320_005202.json
00499990002759252,4518093413,US,,20240306,output_20240320_005300.json
00299990009764220,5510016506,US,,20240306,output_20240320_005302.json
00299990009765050,4517963070,US,,20240306,output_20240320_005400.json
00299990009764282,4518077789,US,,20240306,output_20240320_005402.json
00399990006386899,5509749432,US,,20240306,output_20240320_005500.json
00299990009764398,4518029970,US,,20240306,output_20240320_005503.json
107360516604,4518102242,US,467459121,20240306,output_20240320_005600.json
00299990009764626,4518107385,US,,20240306,output_20240320_005603.json
467332429,4517734532,US,467332429,20240306,output_20240320_005700.json
00299990009764688,4518114885,US,,20240306,output_20240320_005703.json
467332429,4517953065,US,467332429,20240306,output_20240320_005800.json
00299990009764671,4518094580,US,,20240306,output_20240320_005803.json
467207306,4517199741,US,76309798062340358,20240306,output_20240320_005900.json
00299990009764350,4518084403,US,,20240306,output_20240320_005903.json
467207306,4517178106,US,76309798062340358,20240306,output_20240320_010000.json
00299990009764374,4518109231,US,,20240306,output_20240320_010003.json
3490420,4517460397,US,08100727520013338,20240306,output_20240320_010100.json
00299990009764251,4518079662,US,,20240306,output_20240320_010103.json
,4517926714,US,,20240306,output_20240320_010200.json
00299990009764381,4518083801,US,,20240306,output_20240320_010203.json
467331104,4517401855,US,B088580,20240306,output_20240320_010300.json
00299990009764343,4518098402,US,,20240306,output_20240320_010303.json
00299990009764688,4518113118,US,,20240306,output_20240320_010401.json
3490435,4517329883,US,,20240306,output_20240320_010403.json
00299990009764701,4518099202,US,,20240306,output_20240320_010501.json
3490411,4517346655,US,,20240306,output_20240320_010503.json
00299990009764510,4518072073,US,,20240306,output_20240320_010601.json
03062024PARCEL,4518081447,US,,20240306,output_20240320_010603.json
00299990009764374,4518060839,US,,20240306,output_20240320_010701.json
3490411,4517348432,US,,20240306,output_20240320_010703.json
00299990009764558,4518092994,US,,20240306,output_20240320_010801.json
3490411,4517351007,US,,20240306,output_20240320_010803.json
00299990009764404,4518080562,US,,20240306,output_20240320_010901.json
3490448,4517297866,US,,20240306,output_20240320_010903.json
00299990009764695,4518111720,US,,20240306,output_20240320_011001.json
3490459,4517347726,US,,20240306,output_20240320_011004.json
00299990009764640,4518107639,US,,20240306,output_20240320_011101.json
3490411,4517350216,US,,20240306,output_20240320_011104.json
00299990009764343,4517679980,US,,20240306,output_20240320_011201.json
3490459,4517004297,US,,20240306,output_20240320_011204.json
00299990009764350,4518107387,US,,20240306,output_20240320_011301.json
3490411,4517351407,US,,20240306,output_20240320_011304.json
00299990009764718,4518102849,US,,20240306,output_20240320_011401.json
1ZB8D9050329993379,4518102209,US,,20240306,output_20240320_011404.json
00299990009764411,4518102822,US,,20240306,output_20240320_011501.json
3490459,4517351311,US,,20240306,output_20240320_011504.json
00299990009764626,4518108826,US,,20240306,output_20240320_011601.json
3490421,4517707324,US,,20240306,output_20240320_011604.json
00399990006386554,4518105440,US,,20240306,output_20240320_011701.json
,4517434935,US,467319053,20240306,output_20240320_011704.json
00399990006386813,4518110990,US,,20240306,output_20240320_011801.json
00499990002759733,4518076349,US,,20240306,output_20240320_011804.json
00399990006386608,4518117707,US,,20240306,output_20240320_011901.json
00399990006386530,4517683588,US,,20240306,output_20240320_011904.json
00399990006386530,4518121210,US,,20240306,output_20240320_012002.json
00399990006386813,4518112180,US,,20240306,output_20240320_012004.json
00399990006386585,4518090937,US,,20240306,output_20240320_012102.json
00399990006387100,4518113261,US,,20240306,output_20240320_012104.json
00399990006387223,4518092852,US,,20240306,output_20240320_012202.json
00399990006386813,4518104816,US,,20240306,output_20240320_012204.json
00399990006386585,4518081570,US,,20240306,output_20240320_012302.json
00399990006386646,4518117411,US,,20240306,output_20240320_012304.json
00399990006387094,4518093050,US,,20240306,output_20240320_012402.json
00399990006386646,4518110854,US,,20240306,output_20240320_012404.json
00399990006386592,4518098951,US,,20240306,output_20240320_012502.json
00399990006386783,4518083559,US,,20240306,output_20240320_012505.json
00399990006386738,4517891102,US,,20240306,output_20240320_012602.json
00399990006386561,4518088494,US,,20240306,output_20240320_012605.json
00399990006386516,4518099993,US,,20240306,output_20240320_012702.json
00399990006386806,4518113523,US,,20240306,output_20240320_012705.json
00399990006386615,4517701596,US,,20240306,output_20240320_012802.json
00399990006387254,4518111035,US,,20240306,output_20240320_012805.json
00399990006386806,4517834758,US,,20240306,output_20240320_012902.json
00399990006386639,4518083566,US,,20240306,output_20240320_012905.json
00399990006387216,4518119836,US,,20240306,output_20240320_013002.json
00399990006386608,4518125809,US,,20240306,output_20240320_013005.json
00399990006387162,4518096262,US,,20240306,output_20240320_013102.json
00399990006386806,4518103577,US,,20240306,output_20240320_013105.json
00399990006386769,4518109155,US,,20240306,output_20240320_013202.json
00399990006386653,4518115626,US,,20240306,output_20240320_013205.json
00399990006387155,4517701594,US,,20240306,output_20240320_013302.json
00399990006387179,4518067984,US,,20240306,output_20240320_013305.json
00399990006387223,4518110469,US,,20240306,output_20240320_013402.json
00399990006386813,4518097388,US,,20240306,output_20240320_013405.json
00399990006386509,5510016509,US,,20240306,output_20240320_013502.json
00399990006386684,4518106890,US,,20240306,output_20240320_013505.json
00399990006386790,4518081204,US,,20240306,output_20240320_013602.json
00399990006386646,4518067992,US,,20240306,output_20240320_013605.json
00399990006386554,4517980191,US,,20240306,output_20240320_013702.json
00399990006386745,4518090932,US,,20240306,output_20240320_013705.json
00399990006387230,4518084867,US,,20240306,output_20240320_013802.json
00399990006386516,4518115672,US,,20240306,output_20240320_013805.json
00399990006387100,4518083584,US,,20240306,output_20240320_013903.json
00399990006386622,4518111430,US,,20240306,output_20240320_013906.json
00399990006386707,4518104486,US,,20240306,output_20240320_014003.json
00399990006386592,4518019494,US,,20240306,output_20240320_014006.json
00399990006386707,4518114535,US,,20240306,output_20240320_014103.json
00399990006386660,4517679976,US,,20240306,output_20240320_014106.json
00399990006387209,4518103664,US,,20240306,output_20240320_014203.json
00399990006386578,4518050088,US,,20240306,output_20240320_014206.json
00399990006387186,4517679968,US,,20240306,output_20240320_014303.json
00399990006386752,4517783291,US,,20240306,output_20240320_014306.json
00399990006387230,4518112457,US,,20240306,output_20240320_014403.json
00399990006386639,4518112246,US,,20240306,output_20240320_014406.json
00399990006386509,5510016509,US,,20240306,output_20240320_014503.json
00399990006386509,5510016509,US,,20240306,output_20240320_014506.json
00299990009764299,4518096484,US,,20240306,output_20240320_014603.json
00399990006386745,4518096583,US,,20240306,output_20240320_014606.json
00299990009764411,4518107944,US,,20240306,output_20240320_014703.json
00399990006386677,4518099895,US,,20240306,output_20240320_014706.json
00299990009764565,4518106760,US,,20240306,output_20240320_014803.json
00399990006387094,4518114129,US,,20240306,output_20240320_014806.json
466995103,4517241161,US,466995103,20240306,output_20240320_014903.json
00399990006386509,5510016509,US,,20240306,output_20240320_014906.json
467178104,4517421667,US,467178104,20240306,output_20240320_015003.json
00399990006387100,4518030594,US,,20240306,output_20240320_015006.json
466995103,4517200192,US,466995103,20240306,output_20240320_015103.json
1Z4E84030313948344,4517953302,US,P10230222,20240306,output_20240320_015106.json
37956,4517646080,US,104734238505,20240306,output_20240320_015203.json
466993591,4517331842,US,466993591,20240306,output_20240320_015206.json
37944,4517645569,US,148-7752026-3,20240306,output_20240320_015303.json
467178104,4517234645,US,467178104,20240306,output_20240320_015307.json
467180428,4517233840,US,467180428,20240306,output_20240320_015403.json
466993591,4517239123,US,466993591,20240306,output_20240320_015407.json
,4518101914,US,,20240306,output_20240320_015503.json
467180428,4517221691,US,467180428,20240306,output_20240320_015507.json
467178104,4517222662,US,467178104,20240306,output_20240320_015603.json
149-5384772-1,4517369534,US,467319012,20240306,output_20240320_015607.json
467180428,4517212292,US,467180428,20240306,output_20240320_015703.json
149-5384772-1,4517183218,US,467319012,20240306,output_20240320_015707.json
1ZA2F4690390496584,4517451594,US,,20240306,output_20240320_015803.json
,4518089580,US,,20240306,output_20240320_015807.json
,4517351473,US,,20240306,output_20240320_015903.json
35672686,4517296105,US,,20240306,output_20240320_015907.json
130 380 626,4518029579,US,466982588,20240306,output_20240320_020003.json
149-5384772-1,4517363591,US,467319012,20240306,output_20240320_020007.json
,4517583978,US,P249018,20240306,output_20240320_020103.json
149-5384772-1,4518044565,US,467319012,20240306,output_20240320_020107.json
35332645,4517172684,US,467330694,20240306,output_20240320_020203.json
,4518080265,US,,20240306,output_20240320_020207.json
,4517600537,US,P249016,20240306,output_20240320_020303.json
,4517340459,US,,20240306,output_20240320_020307.json
35332645,4517175953,US,467330694,20240306,output_20240320_020404.json
130 380 626,4517172894,US,466982588,20240306,output_20240320_020407.json
1ZY2Y3530396736323,4518085685,US,,20240306,output_20240320_020504.json
,4518094083,US,,20240306,output_20240320_020507.json
3,4518078954,US,802780363,20240306,output_20240320_020604.json
107005330304,4517411499,US,467319251,20240306,output_20240320_020607.json
06794200000040868,4518097769,US,,20240306,output_20240320_020704.json
130 380 626,4517159895,US,466982588,20240306,output_20240320_020708.json
35332644,4517373916,US,466992680,20240306,output_20240320_020804.json
130 380 626,4518040716,US,466982588,20240306,output_20240320_020808.json
35332644,4517374409,US,466992680,20240306,output_20240320_020904.json
,4517582878,US,P249015,20240306,output_20240320_020908.json
35332644,4517366240,US,466992680,20240306,output_20240320_021007.json
130 380 626,4518029283,US,466982588,20240306,output_20240320_021008.json
35332644,4517366478,US,466992680,20240306,output_20240320_021107.json
